"ASX code","Company name","GICs industry group","Listing date","Market Cap"
"EV1","EVOLUTION ENERGY MINERALS LIMITED","Materials","16/11/2021",16979114
"EVE","EVE HEALTH GROUP LIMITED.","Financial Services","08/04/2004",5274483
"EVG","EVION GROUP NL","Materials","19/01/2018",8408529
"EVN","EVOLUTION MINING LIMITED","Materials","20/08/2002",7983228587
"EVO","EMBARK EARLY EDUCATION LIMITED","Consumer Services","05/12/2014",110089144
"EVR","EV RESOURCES LTD","Materials","07/12/1994",11891443
"EVS","ENVIROSUITE LIMITED","Software & Services","11/02/2008",60868418
"EVT","EVT LIMITED","Media & Entertainment","30/06/1962",1918094720
"EVZ","EVZ LIMITED","Capital Goods","26/04/1985",17558328
"EWC","ENERGY WORLD CORPORATION LTD","Utilities","08/12/1988",30789212
"EXL","ELIXINOL WELLNESS LIMITED","Household & Personal Products","08/01/2018",6505370
"EXP","EXPERIENCE CO LIMITED","Consumer Services","27/03/2015",102256747
"EXR","ELIXIR ENERGY LIMITED","Energy","19/07/2004",136077464
"EXT","EXCITE TECHNOLOGY SERVICES LTD","Software & Services","03/01/2007",12259816
"EYE","NOVA EYE MEDICAL LIMITED","Health Care Equipment & Services","12/10/1987",65214633
"EZL","EUROZ HARTLEYS GROUP LIMITED","Financial Services","02/08/1971",136802758
"EZZ","EZZ LIFE SCIENCE HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","03/03/2021",43080804
"FAL","FALCON METALS LTD","Materials","22/12/2021",27435000
"FAR","FAR LIMITED","Energy","23/01/1986",40660245
"FAU","FIRST AU LIMITED","Materials","01/01/1970",6647973
"FBM","FUTURE BATTERY MINERALS LIMITED","Materials","01/09/2011",26823170
"FBR","FBR LTD","Capital Goods","08/02/2001",106594799
"FBU","FLETCHER BUILDING LIMITED","Capital Goods","26/03/2001",2090726401
"FCG","FREEDOM CARE GROUP HOLDINGS LIMITED","Health Care Equipment & Services","30/11/2023",18955518
"FCL","FINEOS CORPORATION HOLDINGS PLC","Software & Services","16/08/2019",571760234
"FCT","FIRSTWAVE CLOUD TECHNOLOGY LIMITED","Software & Services","11/05/2011",34200387
"FDR","FINDER ENERGY HOLDINGS LIMITED","Energy","08/04/2022",9450000
"FDV","FRONTIER DIGITAL VENTURES LIMITED","Media & Entertainment","26/08/2016",210244684
"FEG","FAR EAST GOLD LTD","Materials","28/03/2022",33486289
"FEX","FENIX RESOURCES LTD","Materials","04/08/2008",218804645
"FFF","FORBIDDEN FOODS LIMITED","Food, Beverage & Tobacco","31/08/2020",3635575
"FFG","FATFISH GROUP LIMITED","Financial Services","23/11/1995",19692022
"FFI","FFI HOLDINGS LIMITED","Food, Beverage & Tobacco","15/01/1987",46807596
"FFM","FIREFLY METALS LTD","Materials","21/09/2005",373983990
"FFX","FIREFINCH LIMITED","Materials","06/12/2006","SUSPENDED"
"FG1","FLYNN GOLD LIMITED","Materials","17/06/2021",8654520
"FGG","FUTURE GENERATION GLOBAL LIMITED","Not Applic","10/09/2015",508515487
"FGH","FORESTA GROUP HOLDINGS LIMITED","Materials","05/01/1999",23553791
"FGL","FRUGL GROUP LIMITED","Software & Services","10/08/2004",9931832
"FGR","FIRST GRAPHENE LIMITED","Materials","08/08/1994",37577348
"FGX","FUTURE GENERATION AUSTRALIA LIMITED","Not Applic","06/03/1997",472252710
"FHE","FRONTIER ENERGY LIMITED","Materials","18/12/2009",174084295
"FHS","FREEHILL MINING LIMITED.","Materials","16/01/2017",23998755
"FID","FIDUCIAN GROUP LIMITED","Financial Services","09/02/2015",239544711
"FIN","FIN RESOURCES LIMITED","Materials","02/11/1989",7141956
"FL1","FIRST LITHIUM LIMITED","Materials","21/02/2000",21795767
"FLC","FLUENCE CORPORATION LIMITED","Capital Goods","18/12/2007",139904013
"FLN","FREELANCER LIMITED","Commercial & Professional Services","15/11/2013",90344882
"FLT","FLIGHT CENTRE TRAVEL GROUP LIMITED","Consumer Services","01/12/1995",4563014661
"FLX","FELIX GROUP HOLDINGS LTD","Software & Services","12/01/2021",34764951
"FME","FUTURE METALS NL","Energy","16/08/2007",13426789
"FMG","FORTESCUE LTD","Materials","19/03/1987",83162842435
"FML","FOCUS MINERALS LTD","Materials","13/09/2000",44416590
"FND","FINDI LIMITED","Software & Services","08/08/2001",183980603
"FNR","FAR NORTHERN RESOURCES LIMITED","Materials","12/04/2024",11350582
"FNX","FINEXIA FINANCIAL GROUP LIMITED","Financial Services","21/12/2006",11328121
"FOR","FORAGER AUSTRALIAN SHARES FUND","Not Applic","16/12/2016",147779939
"FOS","FOS CAPITAL LTD","Capital Goods","07/06/2021",13182504
"FPC","FAT PROPHETS GLOBAL CONTRARIAN FUND LTD","Not Applic","22/03/2017",29546959
"FPH","FISHER & PAYKEL HEALTHCARE CORPORATION LIMITED","Health Care Equipment & Services","21/11/2001",15148433314
"FPP","FAT PROPHETS GLOBAL PROPERTY FUND","Not Applic","10/10/2017",15508805
"FPR","FLEETPARTNERS GROUP LIMITED","Financial Services","22/04/2015",828865716
"FRB","FIREBIRD METALS LIMITED","Materials","18/03/2021",29895894
"FRE","FIREBRICK PHARMA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","28/01/2022",11296324
"FRI","FINBAR GROUP LIMITED","Real Estate Management & Development","05/08/1994",206813588
"FRM","FARM PRIDE FOODS LIMITED","Food, Beverage & Tobacco","19/12/1997",15824364
"FRS","FORRESTANIA RESOURCES LIMITED","Materials","30/09/2021",3073929
"FRW","FREIGHTWAYS GROUP LIMITED","Transportation","14/09/2023",1313539220
"FRX","FLEXIROAM LIMITED","Telecommunication Services","16/06/2015",20930559
"FSA","FSA GROUP LIMITED","Financial Services","11/01/2001",109211029
"FSF","FONTERRA SHAREHOLDERS' FUND","Food, Beverage & Tobacco","30/11/2012",368419679
"FSG","FIELD SOLUTIONS HOLDINGS LIMITED","Telecommunication Services","26/04/2005",19168540
"FSI","FLAGSHIP INVESTMENTS LIMITED","Not Applic","20/12/2000",47965223
"FTC","FINTECH CHAIN LIMITED","Financial Services","27/11/2012",11063083
"FTL","FIRETAIL RESOURCES LIMITED","Materials","13/04/2022",7445278
"FTZ","FERTOZ LIMITED","Materials","02/09/2013",7507466
"FWD","FLEETWOOD LIMITED","Consumer Durables & Apparel","15/04/1987",128227027
"FXG","FELIX GOLD LIMITED","Materials","31/01/2022",13883413
"FZR","FITZROY RIVER CORPORATION LTD","Energy","04/03/1998",14034053
"G11","G11 RESOURCES LIMITED","Materials","05/08/2010",34459617
"G1A","GALENA MINING LIMITED","Materials","07/09/2017","SUSPENDED"
"G50","G50 CORP LIMITED","Materials","06/08/2021",16393500
"G6M","GROUP 6 METALS LIMITED","Materials","21/09/1967",37148846
"G88","GOLDEN MILE RESOURCES LTD","Materials","19/06/2017",5757120
"GAL","GALILEO MINING LTD","Materials","29/05/2018",53358730
"GAP","GALE PACIFIC LIMITED","Consumer Durables & Apparel","14/12/2000",39762050
"GAS","STATE GAS LIMITED","Energy","10/10/2017",42505152
"GBE","GLOBE METALS & MINING LIMITED","Materials","09/12/2005",40552055
"GBR","GREAT BOULDER RESOURCES LIMITED","Materials","18/11/2016",37587880
"GBZ","GBM RESOURCES LIMITED","Materials","24/10/2007",13880267
"GC1","GLENNON SMALL COMPANIES LIMITED","Not Applic","21/08/2015",25384183
"GCI","GRYPHON CAPITAL INCOME TRUST","Not Applic","25/05/2018",630643704
"GCM","GREEN CRITICAL MINERALS LIMITED","Materials","15/11/2007",3978048
"GCR","GOLDEN CROSS RESOURCES LTD","Materials","27/03/1996",2194512
"GDA","GOOD DRINKS AUSTRALIA LTD","Food, Beverage & Tobacco","13/12/2006",36996870
"GDC","GLOBAL DATA CENTRE GROUP","Not Applic","31/10/2019",217909296
"GDF","GARDA PROPERTY GROUP","Equity Real Estate Investment Trusts (REITs)","02/07/2015",256521734
"GDG","GENERATION DEVELOPMENT GROUP LIMITED","Insurance","11/12/2007",425266963
"GDI","GDI PROPERTY GROUP","Equity Real Estate Investment Trusts (REITs)","17/12/2013",324526452
"GDM","GREAT DIVIDE MINING LTD","Materials","25/08/2023",10426558
"GED","GOLDEN DEEPS LIMITED.","Materials","04/12/1986",5198506
"GEM","G8 EDUCATION LIMITED","Consumer Services","05/12/2007",995692545
"GEN","GENMIN LIMITED","Materials","10/03/2021",95932121
"GES","GENESIS RESOURCES LIMITED","Materials","27/10/2009",3131365
"GFL","GLOBAL MASTERS FUND LIMITED","Not Applic","16/05/2006",33670719
"GGE","GRAND GULF ENERGY LIMITED","Energy","20/03/1998",12571482
"GGX","GAS2GRID LIMITED","Energy","13/05/2005","SUSPENDED"
"GHY","GOLD HYDROGEN LIMITED","Energy","13/01/2023",295519000
"GIB","GIBB RIVER DIAMONDS LIMITED","Materials","01/07/2008",7825849
"GL1","GLOBAL LITHIUM RESOURCES LIMITED","Materials","06/05/2021",100202140
"GLA","GLADIATOR RESOURCES LIMITED","Materials","27/06/2006",16682530
"GLB","GLOBE INTERNATIONAL LIMITED","Consumer Durables & Apparel","24/05/2001",120245072
"GLE","GLG CORP LTD","Consumer Durables & Apparel","14/12/2005",15931500
"GLH","GLOBAL HEALTH LIMITED","Health Care Equipment & Services","04/04/2000",5804954
"GLL","GALILEE ENERGY LIMITED","Energy","15/02/1996",12910296
"GLN","GALAN LITHIUM LIMITED","Materials","08/06/2011",99130559
"GMD","GENESIS MINERALS LIMITED","Materials","02/08/2007",2154112005
"GMG","GOODMAN GROUP","Equity Real Estate Investment Trusts (REITs)","02/02/2005",64116386717
"GML","GATEWAY MINING LIMITED","Materials","02/08/1971",7945567
"GMN","GOLD MOUNTAIN LIMITED","Materials","02/09/2011",12514270
"GNC","GRAINCORP LIMITED","Consumer Staples Distribution & Retail","30/03/1998",1893404255
"GNE","GENESIS ENERGY LIMITED","Utilities","17/04/2014",2284251664
"GNG","GR ENGINEERING SERVICES LIMITED","Materials","19/04/2011",370536808
"GNM","GREAT NORTHERN MINERALS LIMITED","Materials","05/03/2008",2010178
"GNP","GENUSPLUS GROUP LTD","Capital Goods","14/12/2020",318127657
"GNX","GENEX POWER LIMITED","Utilities","08/07/2015",373997828
"GO2","THE GO2 PEOPLE LTD","Commercial & Professional Services","31/10/2017","SUSPENDED"
"GOR","GOLD ROAD RESOURCES LIMITED","Materials","04/07/2006",1755018192
"GOW","GOWING BROS LIMITED","Financial Services","31/07/1962",121938394
"GOZ","GROWTHPOINT PROPERTIES AUSTRALIA","Equity Real Estate Investment Trusts (REITs)","04/07/2007",1839398426
"GPR","GEOPACIFIC RESOURCES LTD","Materials","09/05/2006",21888143
"GPT","GPT GROUP","Equity Real Estate Investment Trusts (REITs)","01/04/1971",8313606046
"GQG","GQG PARTNERS INC.","Financial Services","26/10/2021",6999519506
"GR8","GREAT DIRT RESOURCES LTD","Materials","10/11/2023",7110752
"GRE","GREENTECH METALS LIMITED","Materials","04/01/2022",18692994
"GRL","GODOLPHIN RESOURCES LIMITED","Materials","18/12/2019",5348495
"GRR","GRANGE RESOURCES LIMITED.","Materials","27/03/1986",480295560
"GRV","GREENVALE ENERGY LTD","Energy","28/07/1971",31695146
"GRX","GREENX METALS LIMITED","Materials","06/09/1993",239040574
"GSM","GOLDEN STATE MINING LIMITED","Materials","08/11/2018",3073077
"GSN","GREAT SOUTHERN MINING LIMITED","Materials","14/04/2011",15532190
"GSR","GREENSTONE RESOURCES LIMITED","Materials","12/12/2000",16479087
"GSS","GENETIC SIGNATURES LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","31/03/2015",139891982
"GT1","GREEN TECHNOLOGY METALS LIMITED","Materials","10/11/2021",33783970
"GTE","GREAT WESTERN EXPLORATION LIMITED.","Materials","05/06/2007",20880637
"GTG","GENETIC TECHNOLOGIES LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","30/07/1987",15866070
"GTH","GATHID LTD","Software & Services","18/09/2017","SUSPENDED"
"GTI","GRATIFII LIMITED","Software & Services","17/07/2008",16120450
"GTK","GENTRACK GROUP LIMITED","Software & Services","25/06/2014",900357510
"GTN","GTN LIMITED","Media & Entertainment","01/06/2016",89121098
"GTR","GTI ENERGY LTD","Materials","10/08/2007",12299683
"GUD","G.U.D. HOLDINGS LIMITED","Automobiles & Components","30/06/1962",1544205868
"GUE","GLOBAL URANIUM AND ENRICHMENT LTD","Materials","28/09/2017",28986465
"GUL","GULLEWA LIMITED","Materials","19/06/1980",11262521
"GVF","STAUDE CAPITAL GLOBAL VALUE FUND LIMITED","Not Applic","21/07/2014",208110298
"GW1","GREENWING RESOURCES LTD","Materials","20/10/2005",14318867
"GWA","GWA GROUP LIMITED.","Capital Goods","20/05/1993",612623811
"GWR","GWR GROUP LIMITED","Materials","24/12/2004",32121666
"H2G","GREENHY2 LIMITED","Commercial & Professional Services","04/12/1980",5141842
"HAL","HALO TECHNOLOGIES HOLDINGS LTD","Financial Services","26/04/2022",11448639
"HAR","HARANGA RESOURCES LIMITED.","Materials","27/01/2022",10743525
"HAS","HASTINGS TECHNOLOGY METALS LTD","Materials","20/02/2008",47621556
"HAV","HAVILAH RESOURCES LIMITED","Materials","21/03/2002",66494234
"HAW","HAWTHORN RESOURCES LIMITED","Materials","03/07/1986",23451093
"HCD","HYDROCARBON DYNAMICS LIMITED","Energy","21/04/2006",2425747
"HCF","H&G HIGH CONVICTION LIMITED","Not Applic","25/10/2022",23806457
"HCH","HOT CHILI LIMITED","Materials","03/05/2010",169605617
"HCL","HIGHCOM LIMITED","Capital Goods","15/09/2005",15915814
"HCT","HOLISTA COLLTECH LIMITED","Household & Personal Products","26/02/2004","SUSPENDED"
"HCW","HEALTHCO HEALTHCARE AND WELLNESS REIT","Equity Real Estate Investment Trusts (REITs)","06/09/2021",650710076
"HDN","HOMECO DAILY NEEDS REIT","Equity Real Estate Investment Trusts (REITs)","23/11/2020",2619785740
"HE8","HELIOS ENERGY LTD","Energy","20/10/2010",119786274
"HFR","HIGHFIELD RESOURCES LIMITED","Materials","07/02/2012",117655120
"HFY","HUBIFY LIMITED","Telecommunication Services","12/01/2017",5457499
"HGH","HEARTLAND GROUP HOLDINGS LIMITED","Banks","01/11/2018",884033263
"HGL","HUDSON INVESTMENT GROUP LIMITED","Real Estate Management & Development","09/06/1994",10387989
"HGO","HILLGROVE RESOURCES LIMITED","Materials","22/07/1994",177952223
"HGV","HYGROVEST LIMITED","Not Applic","22/01/2015",9674288
"HHR","HARTSHEAD RESOURCES NL","Energy","14/02/2012",22469457
"HIO","HAWSONS IRON LTD","Materials","14/11/2007",30337300
"HIQ","HITIQ LIMITED","Health Care Equipment & Services","16/06/2021",7036899
"HIT","HITECH GROUP AUSTRALIA LIMITED","Commercial & Professional Services","17/04/2000",82062000
"HLI","HELIA GROUP LIMITED","Financial Services","20/05/2014",1169800332
"HLO","HELLOWORLD TRAVEL LIMITED","Consumer Services","13/09/2000",371862927
"HLS","HEALIUS LIMITED","Health Care Equipment & Services","03/07/1998",947560426
"HLX","HELIX RESOURCES LIMITED","Materials","22/05/1986",15487635
"HM1","HEARTS AND MINDS INVESTMENTS LIMITED","Not Applic","14/11/2018",565585952
"HMC","HMC CAPITAL LIMITED","Equity Real Estate Investment Trusts (REITs)","14/10/2019",2447855573
"HMD","HERAMED LIMITED","Health Care Equipment & Services","12/12/2018",4945497
"HMG","HAMELIN GOLD LIMITED","Materials","05/11/2021",11812500
"HMI","HIREMII LIMITED","Commercial & Professional Services","11/05/2021",7412858
"HMX","HAMMER METALS LIMITED","Materials","25/02/2003",39888331
"HMY","HARMONEY CORP LIMITED","Financial Services","19/11/2020",44354404
"HNG","HANCOCK & GORE LTD","Capital Goods","24/08/1971",115160380
"HOR","HORSESHOE METALS LIMITED","Materials","29/07/2010",6153897
"HPC","THE HYDRATION PHARMACEUTICALS COMPANY LIMITED","Household & Personal Products","14/12/2021",3963870
"HPG","HIPAGES GROUP HOLDINGS LTD","Media & Entertainment","12/11/2020",150801048
"HPI","HOTEL PROPERTY INVESTMENTS","Equity Real Estate Investment Trusts (REITs)","10/12/2013",638228244
"HPP","HEALTH AND PLANT PROTEIN GROUP LIMITED","Food, Beverage & Tobacco","14/12/1989","SUSPENDED"
"HPR","HIGH PEAK ROYALTIES LIMITED","Energy","30/03/2007",11443284
"HRE","HEAVY RARE EARTHS LIMITED","Class Pend","24/08/2022",2594456
"HRN","HORIZON GOLD LIMITED","Materials","21/12/2016",39830979
"HRZ","HORIZON MINERALS LIMITED","Materials","06/02/1992",38554102
"HSN","HANSEN TECHNOLOGIES LIMITED","Software & Services","01/06/2000",947970188
"HT8","HARRIS TECHNOLOGY GROUP LIMITED","Transportation","24/06/1999",2393084
"HTA","HUTCHISON TELECOMMUNICATIONS (AUSTRALIA) LIMITED","Telecommunication Services","17/08/1999",502182817
"HTG","HARVEST TECHNOLOGY GROUP LTD","Technology Hardware & Equipment","12/05/2016",17049015
"HTM","HIGH-TECH METALS LTD","Materials","23/01/2023",4269201
"HUB","HUB24 LIMITED","Financial Services","05/07/2007",3409300704
"HUM","HUMM GROUP LIMITED","Financial Services","12/12/2006",227535784
"HVN","HARVEY NORMAN HOLDINGS LIMITED","Consumer Discretionary Distribution & Retail","03/09/1987",5407668878
"HVY","HEAVY MINERALS LIMITED","Materials","14/09/2021",4313170
"HXG","HEXAGON ENERGY MATERIALS LIMITED","Materials","30/10/2008",9745402
"HXL","HEXIMA LIMITED.","Pharmaceuticals, Biotechnology & Life Sciences","01/12/2020",1837436
"HYD","HYDRIX LIMITED","Technology Hardware & Equipment","11/05/2001",3050626
"HYT","HYTERRA LTD","Energy","14/12/2005",27449925
"HZN","HORIZON OIL LIMITED","Energy","30/06/1981",291307673
"HZR","HAZER GROUP LIMITED","Materials","02/12/2015",117357378
"I88","INFINI RESOURCES LIMITED","Materials","15/01/2024",12823650
"IAG","INSURANCE AUSTRALIA GROUP LIMITED","Insurance","08/08/2000",15145830379
"IAM","INCOME ASSET MANAGEMENT GROUP LIMITED.","Financial Services","14/01/1987",30109245
"IBC","IRONBARK CAPITAL LIMITED","Not Applic","02/04/1987",47153794
"IBG","IRONBARK ZINC LTD","Materials","16/08/2006",7172427
"IBX","IMAGION BIOSYSTEMS LIMITED","Health Care Equipment & Services","22/06/2017","SUSPENDED"
"ICE","ICETANA LIMITED","Software & Services","23/12/2019",4763312
"ICG","INCA MINERALS LIMITED","Materials","19/06/2008",5633172
"ICI","ICANDY INTERACTIVE LIMITED","Media & Entertainment","04/02/2016",26896819
"ICL","ICENI GOLD LIMITED","Materials","14/04/2021",17752396
"ICN","ICON ENERGY LIMITED","Energy","22/09/1997","SUSPENDED"
"ICR","INTELICARE HOLDINGS LIMITED","Health Care Equipment & Services","25/05/2020",2838324
"ICU","INVESTOR CENTRE LIMITED","Financial Services","31/07/2006",4263159
"ID8","IDENTITII LIMITED","Software & Services","17/10/2018",3872142
"IDA","INDIANA RESOURCES LIMITED","Materials","17/07/1986",50704224
"IDT","IDT AUSTRALIA LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","18/02/1991",35147947
"IDX","INTEGRAL DIAGNOSTICS LIMITED","Health Care Equipment & Services","21/10/2015",582565373
"IEC","INTRA ENERGY CORPORATION LIMITED","Energy","04/07/2007",5072345
"IEL","IDP EDUCATION LIMITED","Consumer Services","26/11/2015",4804083002
"IEQ","INTERNATIONAL EQUITIES CORPORATION LIMITED.","Real Estate Management & Development","11/03/1993",5128943
"IFL","INSIGNIA FINANCIAL LTD","Financial Services","05/12/2003",1569499175
"IFM","INFOMEDIA LTD","Software & Services","16/08/2000",599380265
"IFT","INFRATIL LIMITED.","Capital Goods","30/08/2010",8117534402
"IG6","INTERNATIONAL GRAPHITE LIMITED","Capital Goods","07/04/2022",23015800
"IGL","IVE GROUP LIMITED","Media & Entertainment","16/12/2015",300262250
"IGN","IGNITE LIMITED","Commercial & Professional Services","16/01/1997",9791225
"IGO","IGO LIMITED","Materials","17/01/2002",6020279113
"IIQ","INOVIQ LTD","Health Care Equipment & Services","18/04/1991",46009351
"IKE","IKEGPS GROUP LIMITED","Technology Hardware & Equipment","21/11/2016",62547281
"ILA","ISLAND PHARMACEUTICALS LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","13/04/2021",7965765
"ILT","ILTANI RESOURCES LIMITED.","Materials","30/06/2023",15043536
"ILU","ILUKA RESOURCES LIMITED","Materials","30/06/1962",3359282136
"IMA","IMAGE RESOURCES NL","Materials","04/07/2002",92088356
"IMB","INTELLIGENT MONITORING GROUP LIMITED","Commercial & Professional Services","03/03/1994",78470553
"IMC","IMMURON LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","30/04/1999",20519851
"IMD","IMDEX LIMITED","Materials","24/09/1987",1158940401
"IME","IMEXHS LIMITED","Health Care Equipment & Services","14/12/2005",20491605
"IMI","INFINITY MINING LIMITED","Materials","22/12/2021",5343903
"IMM","IMMUTEP LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","23/06/1988",558752243
"IMR","IMRICOR MEDICAL SYSTEMS INC.","Health Care Equipment & Services","30/08/2019",90135697
"IMU","IMUGENE LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","24/11/1993",505067103
"INA","INGENIA COMMUNITIES GROUP","Equity Real Estate Investment Trusts (REITs)","01/07/2004",1997157994
"IND","INDUSTRIAL MINERALS LTD","Materials","13/07/2021",17533800
"INF","INFINITY LITHIUM CORPORATION LIMITED","Materials","15/04/2011",24517381
"ING","INGHAMS GROUP LIMITED","Food, Beverage & Tobacco","07/11/2016",1419816076
"INL","INNLANZ LIMITED","Consumer Discretionary Distribution & Retail","22/02/2019",3132636
"INP","INCENTIAPAY LIMITED","Media & Entertainment","09/09/2014",7463580
"INR","IONEER LTD","Materials","19/12/2007",569775604
"INV","INVESTSMART GROUP LIMITED","Financial Services","21/04/2005",19975268
"IOD","IODM LIMITED","Software & Services","18/11/2003",117028761
"ION","IONDRIVE LIMITED","Materials","21/04/2005",5349138
"IPB","IPB PETROLEUM LIMITED","Energy","30/04/2013",5651224
"IPC","IMPERIAL PACIFIC LIMITED","Financial Services","28/07/1971",6673473
"IPD","IMPEDIMED LIMITED","Health Care Equipment & Services","24/10/2007",171962983
"IPG","IPD GROUP LTD","Capital Goods","17/12/2021",448669539
"IPH","IPH LIMITED","Commercial & Professional Services","19/11/2014",1578091831
"IPL","INCITEC PIVOT LIMITED","Materials","28/07/2003",5904364088
"IPT","IMPACT MINERALS LIMITED","Materials","29/11/2006",63422470
"IPX","IPERIONX LIMITED","Materials","16/04/2018",493974100
"IR1","IRIS METALS LIMITED","Materials","23/09/2021",45186369
"IRD","IRON ROAD LIMITED","Materials","12/06/2008",67737246
"IRE","IRESS LIMITED","Software & Services","03/11/2000",1481240529
"IRI","INTEGRATED RESEARCH LIMITED","Software & Services","13/12/2000",129210385
"IRX","INHALERX LIMITED","Health Care Equipment & Services","11/01/2017",7590678
"IS3","I SYNERGY GROUP LIMITED","Software & Services","30/03/2017",2832643
"ITM","ITECH MINERALS LTD","Materials","21/10/2021",9293551
"IVR","INVESTIGATOR RESOURCES LTD","Materials","03/04/2007",91865015
"IVT","INVENTIS LIMITED","Commercial & Professional Services","14/04/1999",2353656
"IVX","INVION LIMITED","Pharmaceuticals, Biotechnology & Life Sciences","15/02/2010",35334927
"IVZ","INVICTUS ENERGY LTD","Energy","19/01/2012",100670584
"IXC","INVEX THERAPEUTICS LTD","Pharmaceuticals, Biotechnology & Life Sciences","05/07/2019",5711692
"IXR","IONIC RARE EARTHS LIMITED","Materials","10/12/1999",65222565
"IXU","IXUP LIMITED","Software & Services","15/11/2017",22566289
"JAL","JAMESON RESOURCES LIMITED","Materials","18/12/2007",13507733
"JAN","JANISON EDUCATION GROUP LIMITED","Software & Services","12/09/2000",76205599
"JAT","JATCORP LIMITED","Consumer Discretionary Distribution & Retail","30/01/2008",31641238
"JAV","JAVELIN MINERALS LIMITED","Materials","09/10/2012",3264346
"JAY","JAYRIDE GROUP LIMITED","Transportation","29/01/2018",2599400
"JBH","JB HI-FI LIMITED","Consumer Discretionary Distribution & Retail","23/10/2003",6276863849
"JBY","JAMES BAY MINERALS LIMITED","Materials","12/09/2023",12142000
"JCS","JCURVE SOLUTIONS LTD","Software & Services","08/12/2000",8865273
"JDO","JUDO CAPITAL HOLDINGS LIMITED","Banks","01/11/2021",1403265554
"JGH","JADE GAS HOLDINGS LIMITED","Materials","13/02/1995",70957538
"JHX","JAMES HARDIE INDUSTRIES PLC","Materials","15/10/2001",20244728869
"JIN","JUMBO INTERACTIVE LIMITED","Consumer Services","14/06/1972",1085864299
"JLG","JOHNS LYNG GROUP LIMITED","Capital Goods","26/10/2017",1621994348
"JLL","JINDALEE LITHIUM LIMITED","Materials","11/07/2002",34479367
"JMS","JUPITER MINES LIMITED.","Materials","18/04/2018",627041702
"JNO","JUNO MINERALS LIMITED","Materials","14/05/2021",8915318
"JPR","JUPITER ENERGY LIMITED","Energy","12/11/2003",31841305
"JRV","JERVOIS GLOBAL LIMITED","Materials","01/12/1980",48649748
"JTL","JAYEX TECHNOLOGY LIMITED","Health Care Equipment & Services","17/12/2015",562557
"JYC","JOYCE CORPORATION LTD","Consumer Discretionary Distribution & Retail","17/12/1986",116887548
"K2F","K2FLY LIMITED","Software & Services","19/02/2008",17945010
"KAI","KAIROS MINERALS LIMITED","Materials","30/05/1973",31450946
"KAL","KALGOORLIE GOLD MINING LIMITED","Materials","17/11/2021",4755022
"KAM","K2 ASSET MANAGEMENT HOLDINGS LTD","Financial Services","29/11/2007",11331004
"KAR","KAROON ENERGY LTD","Energy","08/06/2004",1518349866
"KAT","KATANA CAPITAL LIMITED","Not Applic","23/12/2005",38792054
"KAU","KAISER REEF LIMITED","Materials","28/02/2020",25656584
"KBC","KEYBRIDGE CAPITAL LIMITED","Financial Services","23/12/1999","SUSPENDED"
"KCC","KINCORA COPPER LIMITED","Materials","30/03/2021",9145421
"KCN","KINGSGATE CONSOLIDATED LIMITED.","Materials","21/04/1988",471685596
"KDY","KADDY LIMITED","Consumer Discretionary Distribution & Retail","04/04/2001","SUSPENDED"
"KED","KEYPATH EDUCATION INTERNATIONAL INC.","Consumer Services","02/06/2021",112714710
"KEY","KEY PETROLEUM LIMITED","Energy","26/04/2007",2262928
"KFM","KINGFISHER MINING LTD","Materials","11/12/2020",3598905
"KGD","KULA GOLD LIMITED","Materials","16/11/2010",4378157
"KGL","KGL RESOURCES LIMITED","Materials","17/03/2005",73747942
"KGN","KOGAN.COM LTD","Consumer Discretionary Distribution & Retail","07/07/2016",476252315
"KIN","KIN MINING NL","Materials","02/10/2013",78936087
"KKC","KKR CREDIT INCOME FUND","Not Applic","21/11/2019",741827926
"KKO","KINETIKO ENERGY LTD","Energy","21/07/2011",107861467
"KLI","KILLI RESOURCES LIMITED","Class Pend","10/02/2022",4309621
"KLL","KALIUM LAKES LIMITED","Materials","22/12/2016","SUSPENDED"
"KLR","KAILI RESOURCES LIMITED","Energy","06/03/1997",1474004
"KLS","KELSIAN GROUP LIMITED","Transportation","16/10/2013",1443316532
"KM1","KALI METALS LIMITED","Materials","08/01/2024",58379270
"KMD","KMD BRANDS LIMITED","Consumer Discretionary Distribution & Retail","13/11/2009",306017018
"KME","KIP MCGRATH EDUCATION CENTRES LIMITED","Consumer Services","15/08/2003",19326456
"KNB","KOONENBERRY GOLD LIMITED","Materials","28/09/2021",4892387
"KNG","KINGSLAND MINERALS LTD","Materials","14/06/2022",12597209
"KNI","KUNIKO LIMITED","Materials","24/08/2021",19061739
"KNM","KNEOMEDIA LIMITED","Media & Entertainment","24/06/1987","SUSPENDED"
"KNO","KNOSYS LIMITED","Software & Services","09/09/2015",8213271
"KOB","KOBA RESOURCES LIMITED","Materials","04/05/2022",23784242
"KOR","KORAB RESOURCES LIMITED","Materials","31/08/2005",2202300
